user_id,name,gender,age,email,phone_number,location_id,preferred_services,preferred_time_slots,booking_history_count,cancellation_rate,average_rating_given,wallet_balance,last_booking_date,subscription_status,feedback_score,Total_Bookings,First_Booking_Date,Last_Booking_Date,Days_Since_Last_Booking,Avg_Booking_Gap,Service_Types_Used,Preferred_Service_Type,Total_Spend,Avg_Spend_Per_Booking,Last_Spend_Amount,Discount_Usage_Frequency,Cancellation_Count,Reschedule_Count,No_Show_Count,High-Value_Customer,App_Logins_Per_Month,Total_App_Logins,Browsing_History_Depth,Search_Queries_Performed,Click-Through-Rate (CTR),Referral_Usage,Social_Media_Engagement,Time_Spent_on_Platform (min),Feedback_Score,Last_Feedback_Score,Negative_Reviews_Count,Complaints_Raised,Issue_Resolution_Time,Customer_Support_Contacts,Inactive_Days,Booking_Frequency_Change,Spend_Change_Rate,Service_Type_Change,Unsubscribed_Notifications,Downgrade_Service_Usage,Churn_Label
656,Kenneth Quick,male,33,kenneth.quick@gmail.com,919697354204,40,painting,Morning,19,0.76,1.1,69.78,2024-11-04,1,2.2,19,2012-07-27,2023-10-21,528,83.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2,53918.520000000004,2837.8168421052633,4800.84,1.0,2,0,0,1,3,36,1,23,0.2730231816914512,0,1,39,2.2,2.247530960780164,2,4,7.576551526640323,19,528,0.08979418599604061,-0.382561586610518,Beauty,1,1,1
657,Leta Garber,female,45,leta.garber@gmail.com,916147172816,14,beauty,Afternoon,38,0.33,4.3,2858.43,2025-01-26,1,7.7,38,2012-03-23,2024-12-30,92,-80.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",4,116368.1,3062.318421052632,3493.34,1.0,14,0,0,1,11,132,6,47,0.04944121191311791,1,4,28,7.7,1.9901006610185186,1,3,6.914282868151924,14,92,0.031902097732976586,0.2818754028853444,Home Cleaning,1,0,0
658,Bryce Gearing,male,22,bryce.gearing@outlook.com,919630109537,22,beauty,Afternoon,4,0.34,1.4,4755.81,2024-08-06,1,7.1,4,2019-11-29,2024-06-08,297,-551.0,"[1, 7, 9, 10]",1,12223.05,3055.7625,3152.76,1.0,1,0,0,1,2,24,6,45,0.10700686234664104,3,17,37,7.1,2.3207987449401406,3,1,4.871843621775447,18,297,-0.02567121819585394,0.3080265909439275,None,0,1,1
659,Juan Kloke,male,57,juan.kloke@outlook.com,919630637681,52,plumbing,Afternoon,13,0.91,4.5,4801.61,2025-01-11,1,3.9,13,2013-06-02,2024-05-20,316,-212.0,"[1, 2, 3, 7, 8, 9, 10]",2,42919.880000000005,3301.529230769231,3038.55,1.0,4,0,0,1,14,168,7,37,0.43774272555863986,1,11,84,3.9,3.316827726177175,4,4,5.041008467296329,10,316,0.00570099688139325,0.379825961915632,Home Cleaning,0,0,1
660,Harlan Hudson,none,28,harlan.hudson@yahoo.com,919887161299,1,plumbing,Night,4,0.61,2.5,3752.02,2024-08-23,0,2.5,4,2017-10-18,2022-07-26,980,219.0,"[1, 2, 8, 10]",1,7907.63,1976.9075,1530.25,1.0,1,0,0,1,13,156,4,14,0.4960596685414458,2,11,6,2.5,4.411050104047672,4,2,8.49645549442129,2,980,0.3181755178884472,0.05982083237605185,Home Cleaning,1,1,1
661,David Michl,male,30,david.michl@yahoo.com,917334592991,28,beauty,Evening,25,0.77,2.7,3750.33,2024-06-08,1,9.1,25,2013-04-12,2024-01-22,435,-48.0,"[2, 3, 4, 7, 8, 9, 10]",2,78780.68,3151.2272,4594.21,1.0,9,0,0,1,13,156,4,20,0.30602620451524853,0,5,37,9.1,2.8643718761937604,7,1,1.4058767509458505,13,435,-0.38790716410820303,0.11889857659247538,Home Cleaning,1,0,1
662,Everett Schlesener,male,57,everett.schlesener@yahoo.com,916742157839,42,painting,Night,49,0.65,1.3,4678.74,2025-02-09,0,5.8,49,2012-01-13,2024-10-25,158,24.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",2,147587.75,3011.9948979591836,2230.92,1.0,19,0,0,1,19,228,4,28,0.49492231050828195,2,10,86,5.8,1.6832180408943818,5,2,8.302974393723014,18,158,0.1287559060892377,-0.41597556364079813,Repair,1,0,0
663,Michelle Richey,female,49,michelle.richey@outlook.com,918674929182,49,carpentry,Afternoon,49,0.97,2.8,4583.47,2024-12-31,0,8.6,49,2012-04-13,2024-11-04,148,53.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2,139088.63,2838.543469387755,1653.63,1.0,19,0,0,1,19,228,6,41,0.17443768930558134,3,17,94,8.6,2.315879806320883,2,1,7.300761161099701,3,148,-0.0011828463041633208,0.38901281934877074,None,0,0,0
664,Janet Romero,female,28,janet.romero@yahoo.com,918922217009,28,carpentry,Morning,25,0.81,3.4,4916.62,2024-09-22,0,8.0,25,2013-03-08,2024-01-30,427,-131.0,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",2,77597.16,3103.8864000000003,3762.76,1.0,9,0,0,1,1,12,5,22,0.230521635565834,4,9,49,8.0,2.73541088585905,2,3,5.169537255876482,12,427,0.09156781185043006,0.3085682919771304,None,0,1,1
665,Marvin Archer,none,61,marvin.archer@yahoo.com,916215923773,23,painting,Night,43,0.75,3.8,778.33,2024-08-30,1,1.7,43,2012-02-23,2024-12-04,118,46.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1,123020.4,2860.9395348837206,3623.46,1.0,19,0,0,1,13,156,7,25,0.426310252824913,0,2,83,1.7,3.7932236923748346,3,3,2.365282634912462,2,118,-0.09033998553294775,-0.179837577457302,Home Cleaning,1,1,1
666,Ronald Barrett,male,22,ronald.barrett@outlook.com,918641612209,20,beauty,Afternoon,42,0.94,2.3,3203.95,2024-12-20,0,7.6,42,2012-03-21,2024-12-21,101,21.0,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",7,124026.98,2953.023333333333,1890.12,1.0,14,0,0,1,19,228,2,19,0.04658719854619504,3,14,12,7.6,4.975510377933465,3,2,1.0591659163220801,7,101,0.12910882104136856,-0.278986396337251,Home Cleaning,0,1,0
667,Clayton Cline,male,39,clayton.cline@company.com,918029409881,28,electrical,Afternoon,28,0.44,4.9,2361.77,2024-05-29,0,5.3,28,2012-03-22,2024-11-30,122,85.0,"[1, 2, 3, 4, 5, 8, 9, 10]",4,81405.89,2907.3532142857143,2037.39,1.0,10,0,0,1,8,96,5,15,0.4010762126676257,1,8,66,5.3,1.321512539234826,1,2,8.179712788846524,11,122,-0.44532032249866005,-0.3270697991738519,Beauty,1,0,0
668,Carmen Politi,none,48,carmen.politi@gmail.com,916428261200,4,electrical,Afternoon,17,0.81,3.5,3433.18,2024-04-09,1,2.9,17,2014-08-19,2024-07-02,273,-82.0,"[3, 4, 7, 8, 9, 10]",8,49619.96,2918.8211764705884,2866.04,1.0,6,0,0,1,1,12,1,49,0.15222658051462462,1,12,69,2.9,4.946604133409814,8,0,4.460679899718442,15,273,-0.36310350998061325,0.12575356325756593,Repair,1,1,1
669,Shari Reynolds,female,54,shari.reynolds@yahoo.com,916406995309,49,cleaning,Afternoon,39,0.2,1.8,1087.36,2024-06-06,0,6.1,39,2012-03-31,2024-10-16,167,24.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2,106341.28,2726.6994871794873,1827.72,1.0,14,0,0,1,17,204,7,46,0.05194000580329592,4,9,8,6.1,2.219474471196388,3,1,8.938613729271168,7,167,0.05765899265741192,0.3999783542551397,Home Cleaning,0,1,0
670,Patrick Obrien,none,32,patrick.obrien@outlook.com,918280433918,4,painting,Night,48,0.58,4.1,3787.32,2024-05-31,1,2.1,48,2012-01-10,2024-08-26,218,-32.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",4,147136.35,3065.3406250000003,600.03,1.0,10,0,0,1,8,96,3,15,0.4263070561641824,0,10,91,2.1,3.4900935866967546,8,4,8.029120658653074,1,218,-0.16596476982813102,-0.1714663650869599,Beauty,1,0,1
671,Pedro Woodbury,male,65,pedro.woodbury@gmail.com,919024443196,45,plumbing,Evening,19,0.12,2.7,1395.85,2024-07-17,1,9.0,19,2012-02-18,2024-04-04,362,50.0,"[1, 5, 6, 7, 8, 9, 10]",7,59861.43,3150.6015789473686,2869.72,1.0,5,0,0,1,8,96,2,31,0.49138535606830624,1,14,88,9.0,3.850626400708533,9,3,4.121739595504373,10,362,-0.01891862632976682,0.35240620003642975,Home Cleaning,0,1,1
672,Patricia Mcdonald,female,45,patricia.mcdonald@outlook.com,916569911564,16,plumbing,Night,35,0.13,3.7,4586.08,2025-02-23,0,9.1,35,2012-02-25,2024-12-30,92,-106.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",4,102822.08,2937.7737142857145,1803.19,1.0,10,0,0,1,16,192,5,4,0.05198693224103133,1,9,84,9.1,2.512004687979611,9,3,2.1708068714355377,6,92,-0.4540285628727696,0.010221373012730961,Beauty,1,0,0
673,Jennifer Robles,none,41,jennifer.robles@gmail.com,917693750243,26,carpentry,Morning,10,0.53,4.5,761.56,2024-09-20,0,5.0,10,2014-01-23,2023-09-04,575,-144.0,"[1, 2, 4, 5, 6, 7, 9]",7,22951.19,2295.1189999999997,799.83,1.0,3,0,0,1,14,168,6,23,0.20556436991767088,1,0,20,5.0,4.025170191872979,5,3,2.4670005130153476,18,575,-0.16633968782593977,0.4991808984191004,Home Cleaning,1,0,1
674,Jacqueline Thornton,none,64,jacqueline.thornton@yahoo.com,916352719521,35,painting,Afternoon,43,0.64,1.7,4281.87,2024-07-23,1,7.7,43,2012-01-31,2024-06-17,288,-35.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",5,126688.11,2946.2351162790696,1921.04,1.0,14,0,0,1,9,108,6,11,0.311549281642083,3,6,54,7.7,4.900960834403551,3,1,4.950048322424615,15,288,0.2220932345168748,0.08196086142394843,Home Cleaning,0,0,1
675,Carol Cobb,female,39,carol.cobb@company.com,919341696632,33,cleaning,Night,7,0.31,2.7,1372.84,2024-06-30,0,8.1,7,2015-06-26,2024-09-08,205,-163.0,"[1, 2, 5, 6, 7, 9]",1,22496.21,3213.7442857142855,5297.2,1.0,0,0,0,1,19,228,9,16,0.13027169875336586,4,10,54,8.1,4.284416834538298,5,3,1.1691146147867326,4,205,0.3446387236906311,-0.31018343757893707,Beauty,1,1,1
676,Mary Burkett,female,22,mary.burkett@yahoo.com,917476955423,13,carpentry,Evening,2,0.5,3.2,3927.48,2024-06-22,1,7.1,2,2021-05-12,2021-09-14,1295,125.0,"[3, 9]",3,4231.56,2115.78,3184.63,1.0,0,0,0,1,4,48,7,15,0.06489107816102704,0,1,57,7.1,3.5576291707489855,8,0,8.976606430938777,12,1295,-0.1987241967923996,0.3290409531270436,Beauty,0,1,1
677,Bernard Park,male,48,bernard.park@yahoo.com,919251927331,33,plumbing,Afternoon,43,0.2,3.7,1011.17,2025-01-26,1,8.9,43,2012-02-17,2024-08-29,215,13.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1,132767.21,3087.6095348837207,2803.54,1.0,17,0,0,1,14,168,7,29,0.2952398831181931,0,6,30,8.9,3.2087999857001472,4,3,3.606766883135044,19,215,-0.37815787997396244,-0.43105645105687385,None,1,1,1
678,Ted Gowins,none,32,ted.gowins@gmail.com,918431851443,12,plumbing,Evening,16,0.48,1.5,680.45,2024-12-08,0,6.2,16,2012-10-07,2023-05-14,688,-20.0,"[1, 2, 3, 4, 5, 7, 8, 10]",4,52275.770000000004,3267.2356250000003,3167.74,1.0,7,0,0,1,16,192,2,13,0.3727023127844012,3,19,75,6.2,3.4975526544083837,1,0,3.007918298585899,8,688,0.2956758222765308,0.13107172700413983,Repair,0,1,1
679,Tim Ransom,male,47,tim.ransom@company.com,916226942059,35,plumbing,Morning,42,0.94,2.4,2.41,2025-02-02,0,7.9,42,2012-01-03,2024-05-17,319,-61.0,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",5,115763.22,2756.267142857143,2850.81,1.0,16,0,0,1,11,132,6,3,0.25301724877036397,2,16,88,7.9,3.806568444813783,6,4,1.0194703481784697,11,319,0.1142405898534905,0.4631208930904327,Beauty,1,1,1
680,Bret Dowell,none,52,bret.dowell@company.com,916397215310,54,carpentry,Morning,21,0.13,2.0,2078.72,2024-11-24,1,5.7,21,2012-07-01,2024-05-23,313,-9.0,"[1, 2, 3, 4, 5, 7, 8, 9]",4,65888.54,3137.5495238095236,1467.38,1.0,13,0,0,1,8,96,5,4,0.28710555229083173,3,1,32,5.7,4.1745581769404065,0,3,3.0617495690164738,2,313,0.27041665957023164,0.08689862365083634,Repair,1,1,1
681,Myrtle Churchill,female,51,myrtle.churchill@outlook.com,916840888543,24,beauty,Evening,39,0.94,2.4,1014.32,2024-05-06,0,3.7,39,2013-08-21,2024-09-10,203,21.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",8,127860.48,3278.473846153846,3991.89,1.0,14,0,0,1,6,72,1,1,0.49343539189524005,4,5,48,3.7,3.7978538652051004,2,4,5.957601825468358,17,203,0.3374548972585961,0.3049368031678863,Beauty,1,1,1
682,Margaret Stewart,none,56,margaret.stewart@gmail.com,918424052311,54,beauty,Night,41,0.52,1.2,1945.06,2024-05-22,0,7.8,41,2012-07-06,2024-02-20,406,-50.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2,129173.56,3150.5746341463414,1084.48,1.0,18,0,0,1,4,48,8,6,0.21859899035908797,4,10,69,7.8,4.152364212929951,3,2,2.2657758838411612,6,406,-0.34423670648697624,-0.165421040006696,Home Cleaning,1,1,1
683,Loma Walker,female,25,loma.walker@yahoo.com,916692129304,43,painting,Afternoon,12,0.46,2.0,1078.52,2024-08-09,0,5.0,12,2012-04-18,2024-08-06,238,-20.0,"[1, 3, 4, 5, 6, 8, 9, 10]",3,43262.4,3605.2000000000003,3869.44,1.0,2,0,0,1,7,84,7,34,0.1018549911465251,3,1,45,5.0,4.22121584720671,0,4,1.1159402821639743,8,238,-0.3456721120769002,-0.3043453793192705,Repair,0,1,1
684,Robert Mitchell,male,49,robert.mitchell@yahoo.com,916642984954,35,plumbing,Afternoon,46,0.34,1.2,1664.81,2025-01-06,0,4.4,46,2012-01-09,2024-04-20,346,-32.0,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",4,150119.06,3263.4578260869566,1833.62,1.0,18,0,0,1,7,84,6,17,0.05634752760099862,3,1,14,4.4,4.604518791282916,9,3,2.5134684247504,16,346,0.04905008732824179,-0.11528221775708591,None,1,0,1
685,Michael Shields,male,33,michael.shields@yahoo.com,918165024287,45,carpentry,Morning,21,0.88,2.5,3382.38,2025-02-05,1,6.7,21,2013-07-16,2024-05-08,328,-68.0,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",7,57390.54,2732.882857142857,4371.95,1.0,6,0,0,1,5,60,9,38,0.36588081274936296,1,6,87,6.7,2.31664238086736,3,2,5.946029242741671,12,328,0.03704052862870488,0.2639709930659132,Beauty,1,1,1
686,Joyce Seifert,female,56,joyce.seifert@outlook.com,918030607518,43,electrical,Morning,22,0.68,3.2,1569.31,2024-09-25,1,6.9,22,2012-08-27,2024-01-24,433,7.0,"[1, 2, 3, 5, 7, 8, 9, 10]",9,62553.69,2843.3495454545455,5595.48,1.0,7,0,0,1,3,36,8,2,0.45870262492357144,0,6,20,6.9,1.5751635470281307,5,0,2.0137850825326384,16,433,-0.021274874529748078,0.175659849478345,None,0,0,1
687,Lora Perez,female,23,lora.perez@yahoo.com,917760642065,23,carpentry,Afternoon,48,0.54,1.9,4169.6,2024-10-20,1,9.0,48,2012-03-21,2024-12-07,115,85.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1,126891.18000000001,2643.5662500000003,1830.63,1.0,14,0,0,1,1,12,4,8,0.09017618962834988,3,6,25,9.0,4.2693121471329425,0,4,7.792485243500191,19,115,-0.15711514720053044,-0.2886624968491096,Repair,1,1,1
688,John Orr,male,27,john.orr@gmail.com,918534492615,6,cleaning,Evening,48,0.77,2.1,3143.96,2025-01-06,1,1.5,48,2012-04-10,2024-08-31,213,65.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",4,150606.52,3137.6358333333333,1544.31,1.0,12,0,0,1,12,144,4,16,0.026291360943166288,4,15,42,1.5,3.9863175728087565,3,0,5.066260833774823,12,213,-0.3392132473881374,0.019064905727052217,Beauty,0,0,1
689,William Caravella,none,50,william.caravella@yahoo.com,919301827012,33,painting,Evening,6,0.76,2.0,3239.68,2025-01-24,0,3.8,6,2012-09-21,2021-11-09,1239,390.0,"[1, 6, 8]",6,15143.66,2523.943333333333,1475.4,1.0,2,0,0,1,7,84,9,20,0.4612164564822882,0,16,62,3.8,3.0239753013499873,8,1,2.947724909216003,0,1239,-0.42519438504683027,0.00016069160418108464,Home Cleaning,0,1,1
690,William Glancy,male,64,william.glancy@yahoo.com,918759098356,38,plumbing,Afternoon,42,0.98,2.5,3798.34,2024-12-14,0,6.1,42,2012-02-23,2024-10-01,182,-89.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",8,121286.4,2887.7714285714283,3808.48,1.0,17,0,0,1,10,120,3,11,0.06367789474293802,2,14,82,6.1,3.12037231875766,3,4,1.87073519429494,14,182,0.2548624301043362,-0.31808958350102934,None,0,1,0
691,Rhonda Hauck,female,25,rhonda.hauck@gmail.com,919975243223,46,plumbing,Morning,34,0.32,1.6,1495.31,2024-08-14,0,9.5,34,2012-08-26,2024-03-27,370,-9.0,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",2,104451.13,3072.0920588235294,2768.44,1.0,7,0,0,1,17,204,4,45,0.41685852986873634,2,5,35,9.5,4.901801182293479,6,4,5.951733911222158,3,370,0.004914639621102501,0.003352713311542632,None,0,1,1
692,Mike Grimmett,male,50,mike.grimmett@yahoo.com,917353369667,42,plumbing,Morning,13,0.73,4.1,152.61,2024-05-12,0,2.9,13,2012-01-25,2023-11-24,494,100.0,"[1, 2, 3, 5, 6, 10]",1,42129.21,3240.7084615384615,1274.81,1.0,4,0,0,1,1,12,3,22,0.19663295727238653,0,12,25,2.9,3.6704488960917154,2,4,4.515653148142153,4,494,-0.07711124162701055,0.4420449884003398,None,1,0,1
693,Pauline Huff,female,59,pauline.huff@gmail.com,917893253484,18,plumbing,Morning,32,0.07,2.6,3519.38,2024-05-17,1,7.3,32,2013-01-04,2024-11-03,149,-94.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",4,80651.05,2520.3453125,801.51,1.0,11,0,0,1,19,228,8,48,0.11140191193411125,1,5,95,7.3,2.9470005996299573,0,3,1.247414212530947,7,149,-0.03183567776647045,0.23021936065097937,Home Cleaning,0,1,0
694,Jolene Ser,none,22,jolene.ser@company.com,918817991515,3,carpentry,Afternoon,39,0.1,2.9,704.6,2025-02-17,0,6.1,39,2013-09-27,2024-08-03,241,-6.0,"[1, 3, 4, 5, 6, 7, 9, 10]",9,118474.69,3037.812564102564,2599.11,1.0,15,0,0,1,10,120,1,41,0.19915646326816885,0,13,30,6.1,4.535668147439578,4,3,8.062650816723583,8,241,-0.051060902651011486,0.45531129322595076,Home Cleaning,0,1,1
695,Clement Johnson,male,59,clement.johnson@gmail.com,917180663046,41,plumbing,Morning,31,0.7,4.5,4213.3,2024-03-29,0,5.8,31,2011-12-31,2024-06-13,292,-5.0,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",1,94288.08,3041.5509677419354,2528.89,1.0,15,0,0,1,5,60,8,6,0.31392912040963084,0,10,89,5.8,4.268633837265137,3,1,5.842457823613924,3,292,-0.24265519073373298,0.024224402008583,Home Cleaning,0,1,1
696,Michael Nutt,male,21,michael.nutt@yahoo.com,916235780275,29,painting,Morning,20,0.15,2.4,4070.65,2024-11-27,1,9.8,20,2012-07-09,2024-07-02,273,131.0,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",7,62936.13,3146.8064999999997,3366.92,1.0,4,0,0,1,11,132,9,33,0.40600675910986495,2,12,39,9.8,4.5524742227422506,4,0,8.868926631617008,10,273,-0.1898330506561724,-0.30431003129072787,Beauty,0,0,1
697,Donald Clairmont,male,62,donald.clairmont@yahoo.com,918626169669,15,carpentry,Night,17,0.42,3.9,4349.77,2024-05-31,1,7.7,17,2013-07-14,2022-04-03,1094,82.0,"[1, 4, 5, 6, 7, 8, 9, 10]",6,54805.72,3223.8658823529413,3259.19,1.0,5,0,0,1,15,180,5,25,0.30790643197225454,4,1,55,7.7,3.220635298429275,7,2,3.464486278410018,3,1094,-0.2854198359580792,-0.250897610192759,Beauty,0,0,1
698,Susan Anderson,female,51,susan.anderson@company.com,918273257305,1,cleaning,Afternoon,33,0.99,1.2,296.81,2024-04-15,1,2.7,33,2012-10-11,2023-12-02,486,10.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1,86622.69,2624.9300000000003,3457.76,1.0,14,0,0,1,17,204,7,31,0.2680426442616537,3,7,78,2.7,1.0076218297002972,1,4,4.089033379731019,7,486,0.2535480062978923,-0.2931550470293308,Beauty,1,1,1
699,Kevin Lamb,male,43,kevin.lamb@company.com,916672774937,38,beauty,Afternoon,9,0.38,3.6,2937.39,2024-11-30,0,6.4,9,2012-03-27,2022-06-07,1029,69.0,"[1, 2, 3, 7, 10]",10,29381.34,3264.5933333333332,4269.19,1.0,1,0,0,1,6,72,4,38,0.47766302645390185,2,1,75,6.4,2.0734017974703725,3,3,8.859677444833252,10,1029,0.27358593425722355,-0.44313996426052427,None,1,1,1
700,John Mcvey,male,28,john.mcvey@outlook.com,917543933150,38,painting,Morning,8,0.54,1.5,1492.64,2024-10-04,0,2.4,8,2014-10-30,2024-05-20,316,-494.0,"[1, 3, 5, 6, 7, 8]",1,18041.89,2255.23625,4716.03,1.0,2,0,0,1,5,60,8,21,0.0455345306772105,1,4,71,2.4,2.26773748735594,7,1,1.310987491652929,5,316,-0.16831082936953723,0.19630504399095094,Home Cleaning,1,0,1
701,Evelyn Murawski,female,41,evelyn.murawski@company.com,917925493991,16,beauty,Night,11,0.14,2.2,3893.3,2024-08-22,0,7.5,11,2013-10-07,2024-09-09,204,-4.0,"[4, 5, 6, 7, 8, 10]",4,27483.08,2498.461818181818,849.46,1.0,3,0,0,1,3,36,8,13,0.068854346323806,4,2,33,7.5,3.5677137713247764,0,2,1.603240385300226,2,204,0.12456278481133942,-0.25399517805557037,Home Cleaning,0,0,1
702,Joseph Clymer,male,38,joseph.clymer@company.com,919692137551,45,carpentry,Afternoon,36,0.3,3.0,4741.69,2024-06-06,0,8.3,36,2012-02-24,2024-12-28,94,-71.0,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",6,100506.99,2791.8608333333336,2652.33,1.0,10,0,0,1,10,120,7,38,0.4087121607600494,1,5,26,8.3,2.975101739188689,4,3,5.501838064672449,2,94,-0.4709081857169142,0.09281321691069244,Beauty,0,1,0
703,Lori Kelly,none,26,lori.kelly@company.com,918562384963,26,electrical,Night,18,0.6,1.9,2655.3,2025-02-11,1,4.4,18,2014-05-15,2024-06-12,293,-30.0,"[2, 3, 4, 5, 8, 9, 10]",5,56796.95,3155.386111111111,2340.61,1.0,5,0,0,1,1,12,1,44,0.08125554078882014,0,4,56,4.4,2.453888222304263,6,2,5.638056283628015,1,293,0.2165816542565887,-0.37194146835436726,Repair,1,0,1
704,Kevin Chiang,male,52,kevin.chiang@gmail.com,916669817778,1,beauty,Morning,32,0.86,2.3,4664.29,2024-08-14,1,6.9,32,2013-01-05,2024-11-27,125,-25.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1,95669.04000000001,2989.6575000000003,4746.92,1.0,13,0,0,1,16,192,7,30,0.482981966178907,4,18,90,6.9,4.4493807729883,9,2,1.179412715812684,16,125,-0.25268505145988085,-0.4890868134582136,Home Cleaning,0,1,0
705,Shirley Smith,female,32,shirley.smith@outlook.com,919475491925,15,electrical,Afternoon,37,0.14,1.9,1896.7,2025-02-22,0,9.5,37,2012-06-13,2024-06-14,291,43.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",4,125917.75,3403.1824324324325,3952.63,1.0,14,0,0,1,17,204,5,17,0.12580162619189797,4,4,19,9.5,4.800292045860468,2,3,2.636243367478408,13,291,-0.0714377306272651,-0.2180191674667642,Home Cleaning,1,1,1
706,Portia Applebaum,none,64,portia.applebaum@outlook.com,916446633527,46,plumbing,Morning,5,0.86,1.5,4267.78,2024-05-29,1,8.7,5,2016-12-08,2024-03-24,373,-207.0,"[1, 2, 4, 7, 8]",1,12901.779999999999,2580.3559999999998,3815.25,1.0,2,0,0,1,1,12,3,39,0.05200582953885748,0,5,64,8.7,4.628334841145411,2,0,5.270839938596636,8,373,-0.3379012675715758,0.21283415537037476,Beauty,0,1,1
707,Arthur Hendrix,male,37,arthur.hendrix@company.com,918524353452,38,electrical,Morning,36,0.11,1.9,1406.49,2025-01-14,1,1.2,36,2012-02-29,2024-05-12,324,-105.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",8,123469.25,3429.7013888888887,4064.33,1.0,10,0,0,1,19,228,5,31,0.33933826461831174,1,11,72,1.2,1.0211904951258846,7,3,5.123767409354765,10,324,-0.1012112428884675,0.1202048621337497,Beauty,1,0,1
708,Gary Heard,male,53,gary.heard@gmail.com,917786539870,13,cleaning,Afternoon,26,0.61,1.9,4455.21,2025-03-14,1,8.9,26,2012-06-03,2024-04-17,349,37.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",8,89856.08,3456.003076923077,2643.28,1.0,9,0,0,1,5,60,1,17,0.29061195323102573,3,4,28,8.9,1.819508284478701,6,2,3.4067833582814098,17,349,0.09191186774861226,0.08888535609146553,Repair,1,0,1
709,Rosemarie Bryan,none,52,rosemarie.bryan@company.com,917771264889,14,painting,Night,1,0.97,4.9,2431.92,2024-05-27,0,7.6,1,2019-11-21,2019-11-21,1958,0.0,[9],9,1757.38,1757.38,1757.38,1.0,0,0,0,0,13,156,3,42,0.015052551512238546,0,13,43,7.6,3.764458265838425,3,1,7.277517527554329,2,1958,0.04587740234004045,0.0538057115608106,None,1,1,1
710,Cynthia Mekee,female,31,cynthia.mekee@company.com,918978637459,29,cleaning,Evening,33,1.0,1.9,2267.92,2024-08-18,1,10.0,33,2012-07-05,2024-12-30,92,-38.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2,104332.04,3161.5769696969696,2596.46,1.0,13,0,0,1,14,168,3,8,0.4932696372566638,3,12,50,10.0,1.2126307801831153,8,0,7.253652409598589,7,92,0.4958484435210547,-0.26587049302632504,None,0,1,0
711,Esther Odonnell,female,32,esther.odonnell@outlook.com,917404330494,23,electrical,Night,10,0.5,1.6,4257.8,2024-04-28,0,2.7,10,2012-04-15,2024-05-02,334,408.0,"[1, 2, 4, 5, 6, 9]",1,27424.760000000002,2742.476,1965.0,1.0,4,0,0,1,12,144,7,19,0.42873559911549236,3,17,10,2.7,3.500993299823354,7,1,8.629085437547698,8,334,-0.35283095052778424,0.3555413944290091,None,1,1,1
712,Kristin Davis,female,45,kristin.davis@gmail.com,918653894582,29,painting,Night,7,0.49,4.7,95.06,2024-04-21,1,3.1,7,2013-03-20,2023-11-10,508,560.0,"[1, 2, 4, 7, 8]",4,21092.97,3013.281428571429,4686.41,1.0,3,0,0,1,19,228,1,8,0.3121755577754311,3,9,47,3.1,3.7957325738683245,8,3,5.644353803970418,16,508,0.19105374555333465,0.22794442567352713,Beauty,1,0,1
